run_dir,id,ok,token_count,char_length,cluster,anchor
2025-09-09_23-54-29,155,False,13,106,1,qvthlqz vqkzvth rjvthqk xqvldkz bqzvthg jxqvthk vqzqvthg lqzqvthg rjvthqk xqvldkz bqzvthg jxqvthk vqzqvthg
2025-09-09_23-54-29,156,True,15,134,1,qvthlqzv xrfkqvth jxqvthkz vqzthkxr lqzvthqk jxqvthqk vqthqvrl xrfkqvth jxqvthkz lqzvthqk qvthlqzv xrfkqvth jxqvthkz vqthqvrl lqzvthqk
2025-09-09_23-54-29,157,True,4,34,1,qvthlqz vqkzvthk vqzqvthk vqzqvthk
2025-09-09_23-54-29,158,True,13,133,0,qwertyui asdfghjk lkjhgfds zxcvbnmq poiuytrew qwertyuiop asdfghjkl zxcvbnmlkj qwertyuiop asdfghjklq zxcvbnmnbv asdfghjklm qwertyuiopz
2025-09-09_23-54-29,159,True,6,41,1,gqvthz qxvren jzqvyl kxqvot wqzvex lqzvyn
2025-09-09_23-54-29,160,True,9,71,1,gqvthqz rjvclqk xzqvthk bqzvren jxqvthm lqzvthk dkrqvne vqzvren jxqvthk
2025-09-09_23-54-29,161,True,5,43,1,qvthxkz vqjzqvthk rjvqxkz vqjzqvthk rjvqxkz
2025-09-09_23-54-29,162,False,10,70,2,qvthric xrvane dkzlor thqvane vrqen xrlith qvdkz xrvith qvloric thqric
2025-09-09_23-54-29,163,True,7,48,1,qvthxk vqzjrc lqvthg jxkzqv rjvthq vqzjrc lqvthg
2025-09-09_23-54-29,164,True,9,71,1,qvthxkz vqjzqrf lqvthxg jxqvdkz rqxvthq vqzqvkd jxqvrqk vqjzqrf lqvthxg
2025-09-09_23-54-29,165,False,12,101,1,qvthlqz vqkzvth jxqvrlg dkrqvthk lqzvthqv jxqvthk vqzqvthk lqzqvthk jxqvthqv dkrqvthk vqkzvth jxqvrlg
2025-09-09_23-54-29,166,True,10,109,0,qwertyuiop asdfghjklz xcvmnbqwer zxcvbnmnbv asdfghjklq werasdfghj qwertyuiop asdfghjklz xcvmnbqwer zxcvbnmnbv
2025-09-09_23-54-29,167,True,15,134,1,gqvthxkz rjvplqen dktzvane xqvthqor lqzvaneq jxqvthro vqzthkri pzqvthro lqvthqen xqvplqen gqvthqor rjvplqen dktzvane xqvthqor lqzvaneq
2025-09-09_23-54-29,168,False,13,116,1,qvthxkzv jxqvthqk lqzvdkth rqxvplor vqzthkqv jxqvplor kxqvthqk vqzthqkz jxqvthqk lqzvdkth rqxvplor qvthxkzv jxqvplor
2025-09-09_23-54-29,169,True,4,33,1,qvthlqz vqkzvthk rjvthqk vqzqvthk
2025-09-09_23-54-29,170,False,16,126,1,qvthlqz vqkzjv xrfqvth jxqvdkz lqzvthg vqzqvthk jxqvdkq vqzqvthg lqzvthg jxqvdkz vqkzjv xrfqvth jxqvdkq lqzvthg vqkzjv xrfqvth
2025-09-09_23-54-29,171,True,16,158,0,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyuiq asdfghjkx zxcvbnmq qwertyuiop asdfghjkl zxcvbnmnb qwertyuiopq asdfghjklm zxcvbnmlk qwertyuiopz
2025-09-09_23-54-29,172,False,11,87,1,qvthlqz vqkzjv rqxvthk jxqvplg dkrqvthk lqzvthq jxqvplg vqkzjv rqxvthk dkrqvthk lqzvthq
2025-09-09_23-54-29,173,True,12,107,0,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop
2025-09-09_23-54-29,174,True,10,89,1,qvthlqzv xkzvthqg jxqvrlth vqzqkzth lqvthqrf gkzqvthl jxqvthqg vqzqkzth lqvthqrf gkzqvthl
2025-09-09_23-54-29,175,False,11,87,1,qvthlqz xrvkqjv dkqvthg jxqvplm vqzthxk lqzvthg rjvqxth vqzqvth jxqvplm qvthlqz xrvkqjv
2025-09-09_23-54-29,176,False,7,55,2,gqvthqz rjvexkz lqzvane bqthric vqzlorq dkrqvex jxqvane
2025-09-09_23-54-29,177,True,11,77,2,qvthric xrvane dkzlor thqvane vrqen xrlith qvdkz thqric vrlith xrvane qvthric
2025-09-09_23-54-29,178,True,6,41,1,qvthxk jxqvrl zqkthm vqzjyn lqvthg rjvqxk
2025-09-09_23-54-29,179,True,16,144,1,qvthxkzj vqzthwlr jxqvdkth lqzvthqk gkzqvthx jxqvthqk vqzthqrl kxqvthqj jxqvthql gkzqvthj lqzvthxk vqzthxqj jxqvdkqj gkzqvthqj lqzvthqj jxqvthxk
2025-09-09_23-54-29,180,True,6,52,1,qvthlqz vqkzvthk rjvthqk xzqvthkz lqvthqkz vqzqvthkz
2025-09-09_23-54-29,181,False,15,134,1,qvthlqzv xrfkqvth jxqvrlkd vqzthkqv gkzqvthl jxqvthqk vqzqvthk xrfkqvth jxqvrlkd gkzqvthl qvthlqzv xrfkqvth jxqvrlkd vqzthkqv gkzqvthl
2025-09-09_23-54-29,182,True,10,111,0,qwertyuiop asdfghjklz xcvmnbqwer zxcvbnmnbv asdfghjklq werasdfghj qwertyuiopm asdfghjklx qwertyuiopz asdfghjklv
2025-09-09_23-54-29,183,True,14,117,1,qvthlqz xrvkqjv dklqvth jxqvrcp vqzthkq jxqvplk vqzqvthk jxqvthqk dklqvth jxqvthqz vqzqvth jxqvthqj dklqvthk jxqvthqv
2025-09-09_23-54-29,184,True,5,35,1,qvthxk vqzjrc lqvthm jxkqvr pzqvthk
2025-09-09_23-54-29,185,False,17,137,1,gqvthqz rjvexkq lqzvthk vqzthxk jxqvdkz pzqvthk lqzqvdk vqzqvthk jxqvthk rjvthqz gqvthqz lqzqvdk vqzthxk jxqvdkz pzqvthk lqzqvdk vqzqvthk
2025-09-09_23-54-29,186,False,11,79,2,qvthric xrvane dkzlor thqvane vrqen xrvith qvloric vqzric dkvane qvthric xrvith
2025-09-09_23-54-29,187,True,16,145,1,qvthlqzv xrfkqvth jxqvdkzv lqvthqrf vqzthxkz jxqvdkth lqzqvthk vqzqvthx jxqvdkqv lqthqvdk vqthqrfk jxqvdkzq lqzqvthq vqthqvdk jxqvdkthq lqthqvthk
2025-09-09_23-54-29,188,True,4,34,1,qvthlqz vqkzvthk vqzqvthk vqzqvthk
2025-09-09_23-54-29,189,True,6,48,1,qvthxkz vqjzqv lqzqvthk rjvthqkz vqjzqv lqzqvthk
2025-09-09_23-54-29,190,True,8,87,0,qwertyuiop asdfghjklz xcvmnbqwer zxcvbnmasd qwertyuiop asdfghjklz qwertyuiop asdfghjklz
2025-09-09_23-54-29,191,True,7,53,1,qvthxk jzqvwn lqzvthk rqxvplk vqzthnq jxqvdkz kxqvplq
2025-09-09_23-54-29,192,True,13,107,0,qwerty asdfgh jklzxc vbnmop qwertyui asdfghj klmnbv xcvbnm qwertyuiop asdfghjkl zxcvbnm qwertyui asdfghjklm
2025-09-09_23-54-29,193,True,4,34,2,qvthricx vqzloren dkxvane jxqthqen
2025-09-09_23-54-29,194,True,17,118,1,qvthxk jxqvrl dktzqf vqzjth lqvpxn rjzqwv xqvthk jxqvpl dktzqv lqvpxk rjzqtl xqvthq jxqvrl dktzql vqzjtl lqvpxq rjzqwv
2025-09-09_23-54-29,195,False,10,79,1,gqvthqz rjvclqk xzqvthk dkrqvne lqzvthk jxqvrcp vqzthqk dkrqvne xzqvthk jxqvrcp
2025-09-09_23-54-29,196,True,6,48,1,qvthxkz vqjzqv lqzqvthk rjvthqkz vqjzqv lqzqvthk
2025-09-09_23-54-29,197,False,10,85,1,gqvthqz xylvren qzvthkz jxqvren dkrqvith lqzvthkz vqzthqen jxqvthkz xylqvren dkrqvith
2025-09-09_23-54-29,198,False,11,80,2,qvthric xrvane dkzlor vqthic jxqvane thqric vrkzlor qvdkric xrvane jxqric vqthic
2025-09-09_23-54-29,199,True,8,61,2,qvthric vxnolq dkzvane thqvlor jxqvane rqxvane lqvthic vqzric
2025-09-09_23-54-29,200,False,16,127,1,qvthxkz jxqvrcp vqzthgk lqvdrxg bqzvthq jxkqvnl vqzqkth jxqvplk vqzqvnl jxqvrcp lqvdrxg bqzvthq jxkqvnl vqzthgk lqvdrxg bqzvthq
2025-09-09_23-54-29,201,False,8,63,2,qvthric vxnolqz dkqvane jxqvlor thqvane rqxvane vqzthic lqzvane
2025-09-09_23-54-29,202,True,6,52,1,qvthlqz vqkzvthk rjvthqk xzqvthkz lqvthqkz vqzqvthkz
